Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,26,2室1厅,海淀,精装,101,2005,630
无电梯,6,2室2厅,顺义,简装,91,1999,304
有电梯,18,1室1厅,丰台,简装,47,1995,305
无电梯,11,3室1厅,大兴,简装,137,2002,535
,6,2室1厅,海淀,精装,60,1981,550
有电梯,28,2室1厅,海淀,精装,93,2005,650
,12,2室1厅,西城,简装,54,1986,678
,5,3室2厅,昌平,精装,155,2006,940
无电梯,6,3室1厅,通州,简装,102,2000,490
,28,2室1厅,朝阳,精装,93,2009,430
有电梯,20,3室2厅,东城,简装,196,2004,1770
无电梯,6,2室1厅,昌平,精装,96,1999,415
,5,2室1厅,海淀,简装,59,1990,420
无电梯,6,1室1厅,顺义,简装,68,1998,255
无电梯,6,3室2厅,丰台,简装,98,1995,535
无电梯,7,2室1厅,通州,简装,57,1989,245
有电梯,21,3室1厅,西城,精装,147,2011,1400
无电梯,6,4室2厅,海淀,其他,127,1996,1200
有电梯,28,2室1厅,海淀,精装,72,1999,755
有电梯,28,2室1厅,西城,简装,100,2002,999
,26,1室1厅,西城,精装,34,2006,350
,18,2室2厅,顺义,简装,89,2003,325
有电梯,10,1室1厅,东城,简装,56,1997,520
,6,2室1厅,昌平,其他,63,1994,252
,16,1室1厅,丰台,简装,66,2005,370
有电梯,25,3室2厅,海淀,精装,154,2003,1350
有电梯,10,2室1厅,通州,精装,93,2010,395
无电梯,6,3室2厅,昌平,精装,169,2004,566
,12,2室1厅,东城,简装,96,2005,915
无电梯,6,3室1厅,昌平,其他,141,2003,570
,26,3室1厅,门头沟,精装,89,2013,439
,6,2室1厅,昌平,简装,87,2003,445
有电梯,16,2室1厅,海淀,精装,126,2001,1320
有电梯,25,1室1厅,西城,简装,50,2006,465
有电梯,24,3室1厅,昌平,简装,131,2003,460
有电梯,21,2室2厅,亦庄开发区,精装,79,2012,330
,16,2室1厅,通州,精装,73,2014,280
,6,3室1厅,昌平,精装,125,2006,495
,6,2室1厅,大兴,简装,68,1994,245
有电梯,12,3室1厅,海淀,精装,124,2003,850
无电梯,5,2室1厅,丰台,简装,66,1980,390
无电梯,6,2室1厅,顺义,简装,70,2002,263
,18,2室1厅,房山,精装,83,2014,340
有电梯,24,2室1厅,丰台,精装,91,2005,597
,15,3室1厅,房山,简装,87,2015,376
,18,2室1厅,丰台,精装,69,2003,350
,6,3室1厅,房山,简装,96,2001,300
,26,2室1厅,朝阳,精装,105,2008,950
有电梯,27,3室1厅,海淀,其他,156,1998,1700
有电梯,27,2室1厅,丰台,简装,77,2006,470
,16,2室0厅,东城,简装,59,1979,535.5
,25,3室1厅,朝阳,精装,133,2007,840
,9,4室2厅,房山,精装,136,2012,680
无电梯,6,2室1厅,昌平,简装,105,2000,405
有电梯,17,2室1厅,东城,简装,68,1990,750
无电梯,7,2室2厅,朝阳,简装,74,2000,597
无电梯,6,4室3厅,通州,简装,139,2002,530
有电梯,26,3室1厅,朝阳,精装,121,2005,1337
有电梯,18,2室1厅,昌平,精装,99,2009,498
有电梯,16,1室1厅,东城,简装,56,2006,465
有电梯,23,1室1厅,东城,其他,81,2005,810
有电梯,21,2室1厅,朝阳,精装,112,2003,835
无电梯,6,3室1厅,顺义,精装,127,2004,410
有电梯,28,3室2厅,朝阳,精装,91,2006,760
有电梯,17,2室1厅,昌平,简装,86,2011,510
,7,2室1厅,朝阳,精装,69,2000,495
,3,3室2厅,顺义,精装,269,2010,1400
有电梯,17,3室1厅,海淀,精装,152,2001,1400
,11,2室1厅,朝阳,精装,90,2010,700
,9,2室1厅,昌平,其他,88,2011,500
无电梯,5,2室1厅,西城,简装,61,1980,550
无电梯,6,2室1厅,石景山,其他,62,1994,240
,6,2室1厅,海淀,精装,57,1998,395
有电梯,17,1室0厅,丰台,其他,61,2011,410
有电梯,15,2室1厅,东城,精装,74,2006,695
,6,2室1厅,西城,简装,54,1983,480
无电梯,6,2室1厅,昌平,精装,79,2009,445
有电梯,20,2室1厅,丰台,精装,88,2011,560
,18,3室2厅,石景山,其他,135,2014,1050
有电梯,10,2室1厅,昌平,精装,93,2005,435
有电梯,28,1室1厅,西城,其他,58,2006,540
有电梯,12,3室2厅,丰台,精装,150,2009,950
无电梯,6,2室1厅,房山,其他,80,1998,248
,5,2室1厅,海淀,精装,54,1982,468
有电梯,16,2室1厅,丰台,毛坯,88,2012,382
有电梯,14,3室2厅,顺义,精装,173,2013,1150
有电梯,18,2室1厅,丰台,简装,106,2007,690
,22,2室2厅,丰台,精装,95,2007,390
,6,2室1厅,大兴,精装,51,1982,239
有电梯,11,3室1厅,大兴,简装,120,2007,660
,6,1室1厅,东城,精装,42,1988,495
,6,2室1厅,大兴,精装,84,2004,421.8
有电梯,20,1室1厅,丰台,简装,59,2004,380
,6,2室2厅,丰台,简装,122,2000,400
,6,2室2厅,丰台,精装,85,2003,330
有电梯,9,3室2厅,海淀,简装,166,2002,2250
有电梯,18,1室1厅,大兴,精装,64,2012,242
无电梯,6,2室1厅,昌平,简装,91,2000,395
无电梯,7,4室1厅,门头沟,精装,145,2004,528
无电梯,6,2室1厅,西城,简装,60,1979,676
,14,3室2厅,朝阳,其他,135,2000,972
有电梯,17,1室1厅,朝阳,精装,63,2005,312
,6,2室2厅,丰台,简装,100,2003,600
,18,2室1厅,海淀,精装,63,1988,580
有电梯,18,1室0厅,朝阳,其他,42,2004,312
无电梯,5,2室1厅,丰台,精装,52,1989,350
无电梯,6,3室1厅,西城,其他,74,1982,805
有电梯,21,1室1厅,海淀,精装,70,2004,630
,7,3室1厅,昌平,简装,151,2000,520
,6,1室1厅,东城,简装,40,1990,450
,13,3室1厅,昌平,精装,147,2003,453
有电梯,16,1室0厅,丰台,精装,45,2007,275.9
,6,3室2厅,石景山,简装,98,2000,539
有电梯,10,1室0厅,昌平,简装,41,2004,180
有电梯,9,3室2厅,海淀,精装,136,2007,1400
,6,2室1厅,海淀,精装,58,1995,518
,11,2室1厅,东城,精装,72,2003,970
无电梯,7,2室1厅,昌平,精装,91,2001,410
有电梯,15,1室1厅,房山,精装,63,2011,242
无电梯,6,2室1厅,丰台,其他,74,2000,305
,10,2室1厅,东城,简装,72,2002,920
有电梯,17,1室0厅,昌平,其他,41,2010,220
有电梯,18,2室1厅,海淀,精装,81,1998,660
有电梯,6,3室1厅,房山,简装,168,2011,520
,6,2室1厅,房山,精装,81,2012,290
有电梯,15,2室1厅,昌平,精装,89,2010,365
有电梯,8,3室2厅,大兴,毛坯,167,2002,850
,28,2室1厅,丰台,简装,106,2005,649
,18,1室1厅,海淀,精装,53,2006,455
有电梯,7,3室2厅,海淀,精装,156,2003,1480
,7,2室1厅,门头沟,简装,93,1999,310
有电梯,9,4室3厅,石景山,精装,211,2009,1480
无电梯,6,2室1厅,西城,精装,66,1991,830
有电梯,18,2室2厅,亦庄开发区,精装,96,2014,900
无电梯,4,3室2厅,大兴,其他,153,2000,830
,2,5室2厅,顺义,毛坯,235,2005,1000
有电梯,12,2室1厅,东城,其他,60,1979,540
无电梯,6,3室1厅,海淀,简装,103,1987,880
,6,2室1厅,房山,简装,71,2002,210
无电梯,6,3室1厅,海淀,简装,66,1982,680
,9,3室2厅,海淀,精装,139,2005,1300
有电梯,18,5室2厅,昌平,精装,205,2004,898
,25,2室2厅,朝阳,简装,98,2009,720
有电梯,13,3室1厅,西城,精装,148,2003,2350
有电梯,14,2室1厅,朝阳,简装,118,2002,850
,11,2室2厅,丰台,简装,113,2000,624
,20,2室1厅,昌平,精装,102,2006,490
,6,1室1厅,东城,简装,42,1990,510
有电梯,12,2室0厅,西城,简装,61,1986,645.8
有电梯,16,2室1厅,朝阳,精装,100,2004,840
,12,3室2厅,昌平,精装,139,2013,498
有电梯,16,4室2厅,海淀,精装,205,2002,1845
有电梯,11,2室1厅,房山,精装,86,2011,310
有电梯,24,1室1厅,西城,精装,51,2004,465
无电梯,6,3室2厅,昌平,简装,109,1997,350
有电梯,16,2室1厅,丰台,精装,63,1992,330
,6,2室1厅,顺义,简装,55,1992,216
,27,2室1厅,朝阳,精装,76,2010,370
无电梯,11,3室2厅,房山,其他,130,2001,340
有电梯,21,1室0厅,西城,精装,58,2006,455
有电梯,30,2室1厅,海淀,简装,103,2001,1000
无电梯,6,3室1厅,顺义,其他,124,2005,580
,11,2室1厅,丰台,简装,87,2007,550
无电梯,6,1室1厅,东城,简装,41,1990,319
无电梯,6,3室1厅,房山,简装,88,2000,310
有电梯,26,2室1厅,朝阳,精装,93,2008,675
有电梯,10,2室1厅,石景山,其他,84,2005,430
无电梯,6,3室1厅,西城,精装,73,1992,900
有电梯,8,4室2厅,西城,精装,282,2008,3800
无电梯,6,2室2厅,海淀,简装,85,1997,700
有电梯,6,3室2厅,昌平,精装,116,2013,470
有电梯,18,2室1厅,房山,简装,75,2012,325
有电梯,21,2室1厅,海淀,精装,90,2009,560
有电梯,20,1室1厅,朝阳,精装,71,2009,406
无电梯,6,2室1厅,亦庄开发区,精装,108,2005,410
,19,2室1厅,丰台,精装,89,2017,595
无电梯,7,3室2厅,昌平,精装,184,2002,510
有电梯,25,2室1厅,西城,简装,136,2006,720
有电梯,18,2室1厅,海淀,精装,78,1999,800
有电梯,24,1室1厅,丰台,简装,68,1999,432
无电梯,6,5室1厅,大兴,精装,163,2002,500
,11,1室1厅,朝阳,精装,55,2005,445
有电梯,9,2室1厅,海淀,精装,78,2004,570
有电梯,20,3室1厅,海淀,精装,101,1998,980
无电梯,6,2室1厅,大兴,简装,79,1998,330
有电梯,18,1室0厅,昌平,其他,33,2010,185
有电梯,12,3室1厅,东城,简装,76,1980,688
无电梯,4,2室1厅,海淀,简装,53,1981,340
无电梯,5,2室1厅,昌平,精装,97,2005,420
,6,3室1厅,石景山,其他,63,1984,290
,14,1室1厅,朝阳,精装,52,1991,408
,20,2室1厅,通州,精装,84,2015,338
有电梯,16,2室1厅,海淀,精装,58,1985,545
无电梯,6,2室1厅,朝阳,精装,65,1988,465
有电梯,18,2室1厅,海淀,精装,87,2009,558
有电梯,16,2室1厅,丰台,精装,62,2009,400
有电梯,27,1室1厅,西城,精装,61,2013,618
,24,1室1厅,朝阳,简装,61,2006,415
无电梯,6,2室1厅,大兴,其他,69,1990,260
无电梯,5,1室1厅,海淀,简装,42,1993,410
,8,3室2厅,昌平,精装,115,2006,605
有电梯,25,2室1厅,海淀,精装,102,2004,800
有电梯,18,1室1厅,海淀,精装,42,1994,375
无电梯,6,4室2厅,丰台,简装,145,1996,718
,2,5室2厅,昌平,毛坯,305,2009,1100
有电梯,17,1室1厅,海淀,精装,65,2002,530
有电梯,18,3室1厅,朝阳,简装,137,2000,718
有电梯,12,3室1厅,通州,精装,150,2006,638
无电梯,6,2室1厅,大兴,毛坯,71,1994,280
有电梯,26,2室1厅,海淀,其他,105,2001,1250
有电梯,15,2室2厅,丰台,精装,94,2010,640
无电梯,6,3室2厅,大兴,简装,122,1999,500
有电梯,24,2室1厅,西城,简装,86,1999,700
有电梯,29,2室1厅,朝阳,精装,68,2010,260
有电梯,11,2室1厅,通州,简装,98,2005,470
,6,3室1厅,大兴,其他,99,1994,448
无电梯,6,2室1厅,昌平,简装,89,2008,395
无电梯,6,3室2厅,昌平,简装,124,2007,460
有电梯,18,2室1厅,通州,精装,76,2010,358
,18,3室1厅,西城,精装,79,1987,1115
,5,1室1厅,昌平,简装,42,1996,198
有电梯,12,3室2厅,亦庄开发区,简装,161,2000,690
无电梯,6,3室1厅,顺义,其他,89,2003,370
有电梯,28,2室2厅,通州,简装,101,2004,455
无电梯,6,2室1厅,海淀,精装,58,1997,410
无电梯,6,2室2厅,通州,简装,100,2004,450
无电梯,6,2室2厅,大兴,精装,75,1997,289
无电梯,7,2室1厅,昌平,简装,74,1996,320
,6,2室1厅,门头沟,简装,63,1990,245
,6,2室1厅,朝阳,精装,56,1981,408
有电梯,26,4室1厅,丰台,精装,208,2000,1080
,6,2室1厅,东城,简装,78,1996,710
,6,2室1厅,昌平,简装,54,1996,203
,3,5室2厅,大兴,简装,238,1999,750
,6,2室1厅,西城,简装,68,1993,1030
有电梯,22,4室1厅,朝阳,精装,192,2007,1670
,6,2室1厅,石景山,简装,61,1994,339
,11,1室1厅,西城,精装,76,2008,1190
,4,1室1厅,昌平,精装,46,2004,300
有电梯,18,1室1厅,丰台,简装,53,1998,284
,19,2室1厅,大兴,简装,84,2014,354
有电梯,16,3室2厅,顺义,精装,98,2013,570
无电梯,2,2室1厅,昌平,精装,84,1997,420
无电梯,6,3室1厅,朝阳,精装,87,1993,458
有电梯,26,1室0厅,西城,简装,25,2006,315
有电梯,14,1室3厅,顺义,其他,178,2014,1100
有电梯,6,4室1厅,西城,精装,226,1999,3170
无电梯,7,3室2厅,昌平,简装,148,2001,410
有电梯,18,2室1厅,东城,其他,78,1999,715
无电梯,6,2室1厅,门头沟,精装,88,2005,380
有电梯,15,2室1厅,大兴,简装,91,2009,430
有电梯,16,2室1厅,房山,精装,86,2006,310
,16,2室1厅,石景山,其他,74,1994,368
,9,3室2厅,亦庄开发区,精装,122,2006,710
,6,2室1厅,亦庄开发区,简装,59,2002,300
,26,3室1厅,丰台,精装,84,1991,580
,14,3室1厅,西城,简装,78,1995,811
有电梯,11,2室1厅,房山,精装,80,2013,347
,4,2室1厅,朝阳,精装,60,1993,268
,9,2室1厅,朝阳,简装,116,2004,1100
,12,3室3厅,通州,精装,101,2004,660
,6,3室2厅,昌平,简装,131,1999,388
有电梯,6,2室1厅,房山,精装,85,2010,350
无电梯,6,2室1厅,通州,精装,90,2008,410
无电梯,6,2室1厅,大兴,简装,97,2002,440
无电梯,5,4室3厅,通州,精装,212,2006,920
,16,2室2厅,石景山,精装,112,2009,657
,26,2室2厅,石景山,其他,95,2006,650
无电梯,7,2室1厅,西城,精装,91,2003,799
有电梯,18,2室1厅,丰台,精装,75,1999,451
有电梯,6,6室3厅,大兴,简装,325,2012,1700
有电梯,14,2室1厅,石景山,简装,112,2006,638
,6,3室1厅,丰台,简装,117,2005,697
无电梯,6,3室1厅,顺义,简装,99,2003,360
无电梯,6,3室1厅,海淀,精装,64,1983,550
,21,2室1厅,海淀,精装,57,1997,500
,3,2室1厅,昌平,其他,94,2004,340
无电梯,6,2室1厅,海淀,精装,58,1988,487
有电梯,12,2室1厅,海淀,精装,129,2001,880
有电梯,18,3室2厅,朝阳,精装,150,2004,1330
无电梯,6,2室1厅,西城,其他,59,1985,710
有电梯,22,2室1厅,丰台,简装,83,2002,448
无电梯,6,3室2厅,大兴,简装,130,2001,490
,6,3室1厅,大兴,简装,74,1995,260
,5,2室2厅,房山,其他,106,2004,490
有电梯,6,2室2厅,海淀,精装,107,2005,1110
,22,3室1厅,大兴,精装,111,2010,430
无电梯,6,2室1厅,丰台,简装,56,1988,370
,24,3室1厅,丰台,简装,95,1990,550
无电梯,6,2室1厅,昌平,简装,50,1997,310
,6,2室2厅,东城,精装,139,1996,1210
无电梯,6,3室1厅,西城,简装,73,1978,736
,21,2室1厅,通州,精装,77,2009,275
有电梯,11,2室1厅,通州,精装,74,2014,330
有电梯,9,2室1厅,大兴,精装,98,2006,419
,6,2室1厅,顺义,精装,82,2009,380
,26,3室2厅,通州,精装,190,2012,1200
,6,2室2厅,朝阳,简装,78,1998,525
,6,2室1厅,昌平,精装,95,2000,430
有电梯,17,1室1厅,海淀,精装,76,2000,1100
有电梯,18,2室1厅,房山,精装,81,2014,385
无电梯,6,1室1厅,顺义,简装,59,1993,229
,5,2室1厅,东城,精装,65,1990,565
,20,2室1厅,丰台,其他,92,2006,639
,6,2室1厅,通州,简装,69,1994,275
有电梯,20,2室1厅,大兴,精装,100,2012,530
,6,2室1厅,昌平,其他,88,2005,440
有电梯,10,4室1厅,石景山,其他,126,2005,670
,6,2室1厅,大兴,毛坯,69,1996,255
无电梯,6,2室1厅,通州,精装,101,2001,475
,6,3室1厅,大兴,其他,87,1994,325
,6,2室1厅,海淀,精装,64,1985,520
有电梯,18,5室2厅,房山,精装,184,2013,735
有电梯,20,2室2厅,房山,精装,90,2011,280
,6,3室2厅,通州,简装,150,2004,480
有电梯,11,1室0厅,西城,简装,37,1970,428
有电梯,25,3室2厅,通州,精装,151,2011,798
无电梯,4,2室1厅,海淀,简装,54,1981,290
有电梯,22,3室1厅,丰台,精装,118,2008,850
无电梯,6,3室2厅,海淀,简装,118,1999,1450
,6,3室1厅,大兴,其他,106,2007,498
,30,2室1厅,丰台,简装,94,2003,565
有电梯,32,3室2厅,朝阳,精装,163,2005,880
无电梯,7,2室1厅,通州,精装,75,1997,344
无电梯,5,3室1厅,西城,简装,68,1977,660
有电梯,24,2室1厅,朝阳,精装,80,2000,628
有电梯,18,2室1厅,朝阳,简装,126,2004,1000
,6,3室2厅,亦庄开发区,简装,139,1999,620
,20,1室1厅,朝阳,精装,55,2006,430
,19,2室1厅,西城,其他,73,1999,600
有电梯,11,3室1厅,丰台,简装,136,2004,820
无电梯,6,4室2厅,通州,精装,148,2004,610
有电梯,19,2室2厅,西城,简装,97,2003,1567
无电梯,6,3室1厅,西城,毛坯,71,1984,605
有电梯,20,3室2厅,顺义,精装,151,2004,580
有电梯,27,2室1厅,丰台,简装,97,1999,540
有电梯,15,1室1厅,昌平,精装,69,2010,330
无电梯,6,3室1厅,海淀,简装,134,1999,690
,6,3室2厅,海淀,精装,132,2007,998
有电梯,10,2室1厅,通州,精装,99,2006,435
有电梯,12,1室0厅,海淀,精装,57,2002,450
无电梯,6,3室1厅,石景山,简装,80,1994,420
无电梯,6,5室2厅,门头沟,毛坯,151,1998,580
有电梯,26,3室2厅,朝阳,精装,128,2004,1270
有电梯,10,2室1厅,门头沟,精装,95,2007,400
,19,2室1厅,西城,精装,97,2003,1448
有电梯,18,1室1厅,大兴,简装,64,2012,210
,5,2室1厅,海淀,其他,61,1980,540
有电梯,25,2室1厅,海淀,简装,72,2002,680
,5,2室1厅,海淀,简装,50,1980,447
有电梯,20,4室2厅,通州,精装,193,2010,998
有电梯,16,2室1厅,海淀,精装,98,2003,1400
有电梯,22,2室1厅,朝阳,精装,94,2005,510
,6,3室1厅,亦庄开发区,简装,93,1996,399
,25,2室2厅,朝阳,简装,105,2006,1080
无电梯,6,3室1厅,海淀,精装,73,1986,670
有电梯,16,2室1厅,昌平,简装,96,2014,518
有电梯,16,2室1厅,海淀,精装,59,1986,520
,27,2室1厅,朝阳,简装,91,2010,490
有电梯,21,3室2厅,昌平,其他,92,2013,405
,27,2室2厅,朝阳,精装,90,2007,660
,22,2室1厅,朝阳,简装,82,2001,550
无电梯,6,3室1厅,丰台,简装,75,1988,460
无电梯,6,2室1厅,朝阳,简装,64,1995,480
,28,2室1厅,昌平,精装,79,2010,399
有电梯,28,3室2厅,西城,毛坯,138,2006,1355
,31,3室1厅,朝阳,精装,172,2005,1750
有电梯,20,3室1厅,朝阳,精装,109,2005,630
无电梯,6,2室1厅,门头沟,简装,54,1983,216
,25,3室1厅,丰台,简装,120,2009,535
有电梯,9,2室1厅,海淀,简装,91,2005,840
,6,2室1厅,海淀,简装,59,1991,570
有电梯,20,1室1厅,朝阳,其他,43,1991,355
有电梯,27,2室1厅,大兴,精装,83,2014,355
,6,2室1厅,西城,简装,61,1980,850
,15,2室2厅,朝阳,简装,99,2008,517
无电梯,6,3室1厅,昌平,简装,148,1999,380
无电梯,6,2室1厅,西城,简装,71,1993,1050
,14,4室2厅,大兴,精装,193,2016,1150
有电梯,28,3室1厅,朝阳,精装,190,2009,1910
有电梯,23,2室1厅,西城,简装,103,1999,645
无电梯,5,6室2厅,房山,精装,219,2009,570
,6,3室1厅,海淀,精装,161,2008,1130
有电梯,15,3室1厅,朝阳,简装,114,2005,530
无电梯,6,5室3厅,海淀,其他,230,2005,820
,3,5室2厅,大兴,简装,238,2001,1000
无电梯,6,2室1厅,海淀,其他,53,1986,485
,5,2室1厅,丰台,简装,78,1993,475
无电梯,6,3室2厅,昌平,精装,153,2002,445
有电梯,12,2室1厅,海淀,精装,127,2004,1390
有电梯,19,2室1厅,丰台,精装,108,2004,540
无电梯,4,1室1厅,顺义,其他,58,1999,275
有电梯,23,2室1厅,海淀,精装,84,2002,740
,24,3室1厅,朝阳,精装,106,2000,440
有电梯,25,1室1厅,丰台,简装,76,2009,505
,28,2室1厅,昌平,精装,85,2011,400
有电梯,11,3室1厅,顺义,精装,114,2012,511
无电梯,6,4室2厅,通州,精装,176,2005,730
有电梯,24,2室1厅,门头沟,简装,83,2013,380
无电梯,6,2室1厅,东城,简装,59,1984,580
,7,2室1厅,西城,其他,60,1985,600
有电梯,16,2室1厅,丰台,毛坯,90,2011,515
有电梯,15,4室1厅,房山,其他,208,2010,650
无电梯,6,1室1厅,西城,其他,45,1992,615
,13,2室2厅,昌平,精装,122,2012,430
无电梯,6,3室2厅,顺义,精装,112,2006,365
无电梯,6,2室1厅,西城,其他,66,2004,750
有电梯,22,3室2厅,海淀,简装,138,2001,1420
有电梯,12,2室1厅,大兴,简装,90,2007,470
有电梯,18,3室2厅,海淀,精装,98,1999,839
有电梯,21,1室0厅,丰台,简装,57,2007,433
有电梯,19,2室1厅,西城,精装,75,2003,905
,16,3室1厅,顺义,精装,179,2002,490
,11,1室1厅,门头沟,简装,50,2010,213
有电梯,10,3室1厅,朝阳,精装,217,2004,1900
有电梯,6,3室2厅,大兴,毛坯,185,2012,1200
无电梯,6,2室1厅,大兴,简装,57,1988,248
有电梯,18,2室1厅,朝阳,简装,108,1996,680
有电梯,18,3室2厅,通州,精装,139,2011,834
,6,2室1厅,顺义,精装,70,2003,300
有电梯,24,1室1厅,海淀,精装,50,1989,520
,6,4室2厅,昌平,精装,170,2005,618
,16,2室1厅,海淀,其他,73,1993,530
有电梯,21,2室1厅,石景山,其他,87,2009,780
,11,3室2厅,朝阳,简装,250,2000,998
,6,3室1厅,西城,其他,65,1986,850
有电梯,26,1室1厅,海淀,简装,85,2002,798
有电梯,21,1室1厅,朝阳,其他,59,2006,510
,7,3室1厅,昌平,精装,124,2000,495
有电梯,28,2室1厅,昌平,精装,84,2011,385
,6,3室3厅,通州,精装,154,2001,620
有电梯,16,2室1厅,海淀,简装,85,2000,819
,26,3室2厅,朝阳,精装,153,2006,1304
,28,1室1厅,朝阳,精装,58,2004,420
无电梯,6,4室2厅,门头沟,简装,137,2000,480
无电梯,3,2室1厅,顺义,其他,56,1995,310
,24,3室2厅,海淀,精装,149,2000,1350
无电梯,6,3室1厅,海淀,精装,121,2001,820
无电梯,6,2室1厅,海淀,精装,95,2003,750
有电梯,12,1室1厅,亦庄开发区,简装,61,2009,288
有电梯,16,1室1厅,西城,简装,52,2003,560
无电梯,6,1室0厅,门头沟,简装,47,2009,200
,20,2室1厅,朝阳,精装,187,2008,1300
,6,3室1厅,房山,毛坯,109,2014,385
,6,1室1厅,房山,简装,54,2011,230
无电梯,6,3室1厅,门头沟,其他,64,1992,245
无电梯,6,3室2厅,昌平,简装,125,2000,470
有电梯,14,1室1厅,朝阳,简装,44,1987,335
无电梯,5,3室2厅,亦庄开发区,简装,293,2004,1100
有电梯,28,2室1厅,朝阳,简装,87,2005,640
无电梯,6,1室1厅,东城,简装,41,1996,440
,6,1室1厅,亦庄开发区,其他,78,2001,255
有电梯,15,1室1厅,丰台,精装,48,2010,350
